Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
141,6,Die Kinder sind aufgeregt _____ das bevorstehende Fest.,über,Die Kinder sind aufgeregt über das bevorstehende Fest.,The children are excited about the upcoming celebration.,Les enfants sont enthousiasmés par la célébration à venir.,,,aufgeregt über sein,to be excited about = aufgeregt über sein + Accusative,être enthousiasmé à propos de = aufgeregt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be excited about = aufgeregt über sein + Accusative<br><br>to introduce an emotional theme → über,être enthousiasmé à propos de = aufgeregt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
142,6,Sie war aufgeregt _____ das Vorstellungsgespräch und konnte kaum schlafen.,über,Sie war aufgeregt über das Vorstellungsgespräch und konnte kaum schlafen.,She was excited about the job interview and could hardly sleep.,Elle était excitée à propos de l’entretien d’embauche et n’a presque pas dormi.,,,aufgeregt über sein,to be excited about = aufgeregt über sein + Accusative,être enthousiasmé à propos de = aufgeregt über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be excited about = aufgeregt über sein + Accusative<br><br>to introduce an emotional theme → über,être enthousiasmé à propos de = aufgeregt über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
143,6,Ich bin froh _____ deine Entscheidung.,über,Ich bin froh über deine Entscheidung.,I am happy about your decision.,Je suis heureux de votre décision.,,,froh über sein,to be happy about = froh über sein + Accusative,être heureux de = froh über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be happy about = froh über sein + Accusative<br><br>to introduce an emotional theme → über,être heureux de = froh über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
144,6,Sie ist froh _____ die positive Entwicklung.,über,Sie ist froh über die positive Entwicklung.,She is happy about the positive development.,Elle se réjouit de l’évolution positive.,,,froh über sein,to be happy about = froh über sein + Accusative,être heureux de = froh über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be happy about = froh über sein + Accusative<br><br>to introduce an emotional theme → über,être heureux de = froh über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
145,6,"Wir sind froh _____ das Ergebnis der Verhandlungen, das für alle fair ist.",über,"Wir sind froh über das Ergebnis der Verhandlungen, das für alle fair ist.","We are glad about the outcome of the negotiations, which is fair for everyone.","Nous sommes heureux du résultat des négociations, qui est juste pour tout le monde.",,,froh über sein,to be happy about = froh über sein + Accusative,être heureux de = froh über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be happy about = froh über sein + Accusative<br><br>to introduce an emotional theme → über,être heureux de = froh über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
146,6,Ich bin begeistert _____ ihrer Kreativität.,von,Ich bin begeistert von ihrer Kreativität.,I am impressed by her creativity.,Je suis impressionné par sa créativité.,,,begeistert von sein,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif",,,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif"
147,6,Er war begeistert _____ der Show gestern Abend.,von,Er war begeistert von der Show gestern Abend.,He was excited about the show last night.,Il était excité par le spectacle d’hier soir.,,,begeistert von sein,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif",,,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif"
148,6,Die Touristen waren begeistert _____ der Schönheit der alten Stadt.,von,Die Touristen waren begeistert von der Schönheit der alten Stadt.,The tourists were amazed by the beauty of the old town.,Les touristes étaient enthousiasmés par la beauté de la vieille ville.,,,begeistert von sein,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif",,,"to be impressed by, to be amazed by = begeistert von sein + Dative","être enthousiasmé par, être impressioné par = begeistert von sein + Datif"
149,6,Er ist abhängig _____ der Unterstützung seiner Familie.,von,Er ist abhängig von der Unterstützung seiner Familie.,He is dependent on his family's support.,Il dépend du soutien de sa famille.,,,abhängig von sein,to be dependent on = abhängig von sein + Dative,être dépendant de = abhängig von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be dependent on = abhängig von sein + Dative<br><br>to introduce an origin or a starting point → von,être dépendant de = abhängig von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
150,6,Die Firma ist abhängig _____ den Marktbedingungen.,von,Die Firma ist abhängig von den Marktbedingungen.,The company is dependent on market conditions.,L'entreprise dépend des conditions du marché.,,,abhängig von sein,to be dependent on = abhängig von sein + Dative,être dépendant de = abhängig von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be dependent on = abhängig von sein + Dative<br><br>to introduce an origin or a starting point → von,être dépendant de = abhängig von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
151,6,Viele Studenten sind finanziell abhängig _____ ihren Eltern während des Studiums.,von,Viele Studenten sind finanziell abhängig von ihren Eltern während des Studiums.,Many students are financially dependent on their parents during their studies.,De nombreux étudiants dépendent financièrement de leurs parents pendant leurs études.,,,abhängig von sein,to be dependent on = abhängig von sein + Dative,être dépendant de = abhängig von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be dependent on = abhängig von sein + Dative<br><br>to introduce an origin or a starting point → von,être dépendant de = abhängig von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
152,6,Das Produkt ist frei _____ chemischen Zusatzstoffen.,von,Das Produkt ist frei von chemischen Zusatzstoffen.,The product is free from chemical additives.,Le produit est exempt d'additifs chimiques.,,,frei von sein,to be free from = frei von sein + Dative,"être libre de, être exempt de = frei von sein + Datif",to introduce a separation → von,pour introduire une séparation → von,to be free from = frei von sein + Dative<br><br>to introduce a separation → von,"être libre de, être exempt de = frei von sein + Datif<br><br>pour introduire une séparation → von"
153,6,Sie ist endlich frei _____ ihrer Angst vor Versagen.,von,Sie ist endlich frei von ihrer Angst vor Versagen.,She is finally free from her fear of failure.,Elle est enfin libérée de sa peur de l’échec.,,,frei von sein,to be free from = frei von sein + Dative,"être libre de, être exempt de = frei von sein + Datif",to introduce a separation → von,pour introduire une séparation → von,to be free from = frei von sein + Dative<br><br>to introduce a separation → von,"être libre de, être exempt de = frei von sein + Datif<br><br>pour introduire une séparation → von"
154,6,"Nach der Behandlung fühlte er sich frei _____ den Schmerzen, die ihn monatelang geplagt hatten.",von,"Nach der Behandlung fühlte er sich frei von den Schmerzen, die ihn monatelang geplagt hatten.","After the treatment, he felt free from the pain that had troubled him for months.","Après le traitement, il s’est senti libéré des douleurs qui le tourmentaient depuis des mois.",,,frei von sein,to be free from = frei von sein + Dative,"être libre de, être exempt de = frei von sein + Datif",to introduce a separation → von,pour introduire une séparation → von,to be free from = frei von sein + Dative<br><br>to introduce a separation → von,"être libre de, être exempt de = frei von sein + Datif<br><br>pour introduire une séparation → von"
155,6,Ich bin müde _____ der langen Reise.,von,Ich bin müde von der langen Reise.,I am tired from the long journey.,Je suis fatigué du long voyage.,,,müde von sein,to be tired from = müde von sein + Dative,être fatigué de = müde von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be tired from = müde von sein + Dative<br><br>to introduce an origin or a starting point → von,être fatigué de = müde von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
156,6,Er ist müde _____ der anstrengenden Arbeit.,von,Er ist müde von der anstrengenden Arbeit.,He is tired from the exhausting work.,Il est fatigué par le travail épuisant.,,,müde von sein,to be tired from = müde von sein + Dative,être fatigué de = müde von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be tired from = müde von sein + Dative<br><br>to introduce an origin or a starting point → von,être fatigué de = müde von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
157,6,"Wir sind müde _____ den endlosen Diskussionen, die zu nichts führen.",von,"Wir sind müde von den endlosen Diskussionen, die zu nichts führen.",We are tired of the endless discussions that lead nowhere.,Nous sommes fatigués des discussions sans fin qui ne mènent à rien.,,,müde von sein,to be tired from = müde von sein + Dative,être fatigué de = müde von sein + Datif,to introduce an origin or a starting point → von,pour introduire une origine ou un point de départ → von,to be tired from = müde von sein + Dative<br><br>to introduce an origin or a starting point → von,être fatigué de = müde von sein + Datif<br><br>pour introduire une origine ou un point de départ → von
