Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
206,6,4,Wir haben lange _____ Klimawandel gesprochen.,über den,Wir haben lange über den Klimawandel gesprochen.,We had a long discussion about climate change.,Nous avons eu une longue discussion sur le changement climatique.,der/die/das,über,den,sprechen über,Accusative,Accusatif,Masculine,Masculin,to talk about = sprechen über + Accusative<br>to introduce a general subject → über + Acc.,parler de = sprechen über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
207,6,4,Der Professor hat ausführlich _____ Geschichte des antiken Roms gesprochen.,über die,Der Professor hat ausführlich über die Geschichte des antiken Roms gesprochen.,The professor talked extensively about the history of ancient Rome.,Le professeur a longuement parlé de l'histoire de la Rome antique.,der/die/das,über,die,sprechen über,Accusative,Accusatif,Feminine,Féminin,to talk about = sprechen über + Accusative<br>to introduce a general subject → über + Acc.,parler de = sprechen über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
208,6,4,Sie spricht oft _____ Erfahrungen im Ausland.,über ihre,Sie spricht oft über ihre Erfahrungen im Ausland.,She often talks about her experiences abroad.,Elle parle souvent de ses expériences à l'étranger.,ihr,über,ihre,sprechen über,Accusative,Accusatif,Plural,Pluriel,to talk about = sprechen über + Accusative<br>to introduce a general subject → über + Acc.,parler de = sprechen über + Accusatif<br>pour introduire un sujet général → über + Acc.,", Accusative",", Accusatif"
209,6,4,Was weißt du _____ neue Kollegin?,über die,Was weißt du über die neue Kollegin?,What do you know about the new colleague?,Que savez-vous du nouveau collègue ?,der/die/das,über,die,wissen über,Accusative,Accusatif,Feminine,Féminin,to know about = wissen über + Accusative<br>to introduce a general subject → über + Acc.,"savoir, connaitre sur = wissen über + Accusatif<br>pour introduire un sujet général → über + Acc.",", Accusative",", Accusatif"
210,6,4,Ich weiß viel _____ Kultur Japans.,über die,Ich weiß viel über die Kultur Japans.,I know a lot about Japanese culture.,Je connais beaucoup de choses sur la culture japonaise.,der/die/das,über,die,wissen über,Accusative,Accusatif,Feminine,Féminin,to know about = wissen über + Accusative<br>to introduce a general subject → über + Acc.,"savoir, connaitre sur = wissen über + Accusatif<br>pour introduire un sujet général → über + Acc.",", Accusative",", Accusatif"
211,7,5,Ich fahre _____ Woche nach Spanien.,in einer,Ich fahre in einer Woche nach Spanien.,I am going to Spain in a week.,Je pars en Espagne dans une semaine.,ein,in,einer,,Dative,Datif,Feminine,Féminin,to indicate a time in the future → in + Dat.,pour indiquer un moment dans le futur → in + Dat.,", Dative",", Datif"
212,7,5,_____ Stunde beginnt der Unterricht.,In einer,In einer Stunde beginnt der Unterricht.,The class starts in an hour.,Le cours commence dans une heure.,ein,In,einer,,Dative,Datif,Feminine,Féminin,to indicate a time in the future → in + Dat.,pour indiquer un moment dans le futur → in + Dat.,", Dative",", Datif"
213,7,6,Ich stehe _____ Haltestelle.,an der,Ich stehe an der Haltestelle.,I am standing at the bus stop.,Je suis à l'arrêt de bus.,der/die/das,an,der,,Dative,Datif,Feminine,Féminin,to indicate a position in the immediate vicinity of something → an + Dat.,pour indiquer une position à proximité immédiate de quelque chose → an + Dat.,", Dative",", Datif"
214,7,6,Das Haus liegt _____ Hauptstraße.,an der,Das Haus liegt an der Hauptstraße.,The house is on the main road.,La maison se trouve sur la route principale.,der/die/das,an,der,,Dative,Datif,Feminine,Féminin,to indicate a position in the immediate vicinity of something → an + Dat.,pour indiquer une position à proximité immédiate de quelque chose → an + Dat.,", Dative",", Datif"
215,7,6,Sie arbeitet _____ großen Firma.,bei einer,Sie arbeitet bei einer großen Firma.,She works at a big company.,Elle travaille dans une grande entreprise.,ein,bei,einer,,Dative,Datif,Feminine,Féminin,to indicate a position in and with an institution or a company → bei + Dat.,pour indiquer une position dans et avec une institution ou une entreprise → bei + Dat.,", Dative",", Datif"
216,7,6,Ich lerne Deutsch _____ Volkshochschule.,bei der,Ich lerne Deutsch bei der Volkshochschule.,I learn German at the adult education center.,J'apprends l'allemand au centre d'éducation pour adultes.,der/die/das,bei,der,,Dative,Datif,Feminine,Féminin,to indicate a position in and with an institution or a company → bei + Dat.,pour indiquer une position dans et avec une institution ou une entreprise → bei + Dat.,", Dative",", Datif"
217,7,6,Wir machen Urlaub _____ Insel Mallorca.,auf der,Wir machen Urlaub auf der Insel Mallorca.,We're on vacation on the island of Mallorca.,Nous sommes en vacances sur l'île de Majorque.,der/die/das,auf,der,,Dative,Datif,Feminine,Féminin,"to indicate a position in open, flat or elevated spaces in nature → auf + Dat.","pour indiquer une position dans des espaces ouverts, plats ou surélevés dans la nature → auf + Dat.",", Dative",", Datif"
218,7,6,Viele Leute sind _____ Marktplatz.,auf dem,Viele Leute sind auf dem Marktplatz.,There are lots of people on the market square.,Il y a beaucoup de monde sur la place du marché.,der/die/das,auf,dem,,Dative,Datif,Masculine,Masculin,"to indicate a position in open urban spaces – terraces, balconies, squares → auf + Dat.","pour indiquer une position dans les espaces urbains ouverts – terrasses, balcons, places → auf + Dat.",", Dative",", Datif"
219,7,6,Er liest ein Buch _____ Balkon.,auf dem,Er liest ein Buch auf dem Balkon.,He is reading a book on the balcony.,Il lit un livre sur le balcon.,der/die/das,auf,dem,,Dative,Datif,Masculine,Masculin,"to indicate a position in open urban spaces – terraces, balconies, squares → auf + Dat.","pour indiquer une position dans les espaces urbains ouverts – terrasses, balcons, places → auf + Dat.",", Dative",", Datif"
220,7,6,Sie studiert _____ Schweiz.,in der,Sie studiert in der Schweiz.,She's studying in Switzerland.,Elle étudie en Suisse.,der/die/das,in,der,,Dative,Datif,Feminine,Féminin,"to indicate a position in a country, region or city → in + Dat.","pour indiquer une position dans un pays, une région ou une ville → in + Dat.",", Dative",", Datif"
221,7,6,Meine Großeltern leben _____ kleinen Dorf.,in einem,Meine Großeltern leben in einem kleinen Dorf.,My grandparents live in a small village.,Mes grands-parents vivent dans un petit village.,ein,in,einem,,Dative,Datif,Neuter,Neutre,"to indicate a position in a country, region or city → in + Dat.","pour indiquer une position dans un pays, une région ou une ville → in + Dat.",", Dative",", Datif"
222,7,7,Das Kind läuft _____ Eingang.,an den,Das Kind läuft an den Eingang.,The child runs to the entrance.,L'enfant court vers l'entrée.,der/die/das,an,den,,Accusative,Accusatif,Masculine,Masculin,to indicate a direction to the immediate vicinity of something → an + Acc.,indiquer une direction vers le voisinage immédiat de quelque chose → an + Acc.,", Accusative",", Accusatif"
223,7,7,Ich gehe _____ Strand.,an den,Ich gehe an den Strand.,I am going to the beach.,Je vais à la plage.,der/die/das,an,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction next to a body of water – Küste, Strand, Meer, See etc. → an + Acc.","pour indiquer une direction à côté d’un plan d’eau – Küste, Strand, Meer, See etc. → an + Acc.",", Accusative",", Accusatif"
224,7,7,Die Touristen fahren _____ See.,an den,Die Touristen fahren an den See.,The tourists go to the lake.,Les touristes vont au lac.,der/die/das,an,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction next to a body of water – Küste, Strand, Meer, See etc. → an + Acc.","pour indiquer une direction à côté d’un plan d’eau – Küste, Strand, Meer, See etc. → an + Acc.",", Accusative",", Accusatif"
225,7,7,Wir machen einen Spaziergang _____ Fluss.,an den,Wir machen einen Spaziergang an den Fluss.,We go for a walk to the river.,Nous allons nous promener jusqu'à la rivière.,der/die/das,an,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction next to a body of water – Küste, Strand, Meer, See etc. → an + Acc.","pour indiquer une direction à côté d’un plan d’eau – Küste, Strand, Meer, See etc. → an + Acc.",", Accusative",", Accusatif"
226,7,7,Wir gehen _____ Marktplatz.,auf den,Wir gehen auf den Marktplatz.,We go to the market square.,Nous allons sur la place du marché.,der/die/das,auf,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction to open urban spaces – terraces, balconies, squares → auf + Acc.","pour indiquer une direction vers des espaces urbains ouverts – terrasses, balcons, places → auf + Acc.",", Accusative",", Accusatif"
227,7,7,Sie läuft _____ Spielplatz.,auf den,Sie läuft auf den Spielplatz.,She runs to the playground.,Elle court vers l'aire de jeux.,der/die/das,auf,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction to open urban spaces – terraces, balconies, squares → auf + Acc.","pour indiquer une direction vers des espaces urbains ouverts – terrasses, balcons, places → auf + Acc.",", Accusative",", Accusatif"
228,7,7,Er tritt _____ Balkon und schaut hinaus.,auf den,Er tritt auf den Balkon und schaut hinaus.,He steps onto the balcony and looks out.,Il sort sur le balcon et regarde dehors.,der/die/das,auf,den,,Accusative,Accusatif,Masculine,Masculin,"to indicate a direction to open urban spaces – terraces, balconies, squares → auf + Acc.","pour indiquer une direction vers des espaces urbains ouverts – terrasses, balcons, places → auf + Acc.",", Accusative",", Accusatif"
229,7,7,Wir gehen _____ Wald spazieren.,in den,Wir gehen in den Wald spazieren.,We go for a walk in the forest.,Nous allons nous promener en forêt.,der/die/das,in,den,,Accusative,Accusatif,Masculine,Masculin,to indicate a direction to a delimited space in nature → in + Acc.,pour indiquer une direction vers un espace délimité dans la nature → in + Acc.,", Accusative",", Accusatif"
230,7,7,Die Kinder laufen _____ Park.,in den,Die Kinder laufen in den Park.,The children run into the park.,Les enfants courent dans le parc.,der/die/das,in,den,,Accusative,Accusatif,Masculine,Masculin,to indicate a direction to a delimited space in nature → in + Acc.,pour indiquer une direction vers un espace délimité dans la nature → in + Acc.,", Accusative",", Accusatif"
231,7,7,Der Vogel taucht _____ See.,in den,Der Vogel taucht in den See.,The bird is diving into the lake.,L'oiseau plonge dans le lac.,der/die/das,in,den,,Accusative,Accusatif,Masculine,Masculin,to indicate a direction to a delimited space in nature → in + Acc.,pour indiquer une direction vers un espace délimité dans la nature → in + Acc.,", Accusative",", Accusatif"
232,7,7,Wir fahren _____ Schweiz.,in die,Wir fahren in die Schweiz.,We go to Switzerland.,Nous allons en Suisse.,der/die/das,in,die,,Accusative,Accusatif,Feminine,Féminin,to indicate a direction to a country with an article → in + Acc.,pour indiquer une direction vers un pays avec un article → in + Acc.,", Accusative",", Accusatif"
233,7,7,Das Wasser kommt _____ Flasche.,aus der,Das Wasser kommt aus der Flasche.,The water comes out of the bottle.,L'eau sort de la bouteille.,der/die/das,aus,der,,Dative,Datif,Feminine,Féminin,"to indicate an origin, from an enclosed place → aus + Dat.","pour indiquer une origine, depuis un lieu clos → aus + Dat.",", Dative",", Datif"
234,7,7,Er geht _____ Haus.,aus dem,Er geht aus dem Haus.,He goes out of the house.,Il sort de la maison.,der/die/das,aus,dem,,Dative,Datif,Neuter,Neutre,"to indicate an origin, from an enclosed place → aus + Dat.","pour indiquer une origine, depuis un lieu clos → aus + Dat.",", Dative",", Datif"
235,7,7,Sie steigt _____ Bus.,aus dem,Sie steigt aus dem Bus.,She gets out of the bus.,Elle descend du bus.,der/die/das,aus,dem,,Dative,Datif,Masculine,Masculin,"to indicate an origin, from an enclosed place → aus + Dat.","pour indiquer une origine, depuis un lieu clos → aus + Dat.",", Dative",", Datif"
236,7,7,Er fährt _____ Schule nach Hause.,von der,Er fährt von der Schule nach Hause.,He is driving home from school.,Il rentre de l'école en voiture.,der/die/das,von,der,,Dative,Datif,Feminine,Féminin,"to indicate an origin, typically from an institution or a place where ""in"" cannot be used → von + Dat.","pour indiquer une origine, généralement d'une institution ou d'un lieu où « in » ne peut pas être utilisé → von + Dat.",", Dative",", Datif"
237,7,7,Wir kommen _____ langen Reise.,von einer,Wir kommen von einer langen Reise.,We are coming from a long trip.,Nous revenons d'un long voyage.,ein,von,einer,,Dative,Datif,Feminine,Féminin,"to indicate an origin, typically from an institution or a place where ""in"" cannot be used → von + Dat.","pour indiquer une origine, généralement d'une institution ou d'un lieu où « in » ne peut pas être utilisé → von + Dat.",", Dative",", Datif"
238,7,7,Sie kommt gerade _____ Großeltern.,von ihren,Sie kommt gerade von ihren Großeltern.,She has just come from her grandparents' house.,Elle vient de rentrer de chez ses grands-parents.,ihr,von,ihren,,Dative,Datif,Plural,Pluriel,"to indicate an origin, typically from an institution or a place where ""in"" cannot be used → von + Dat.","pour indiquer une origine, généralement d'une institution ou d'un lieu où « in » ne peut pas être utilisé → von + Dat.",", Dative",", Datif"
239,8,5,_____ Jahr bin ich nach Deutschland gezogen.,Vor einem,Vor einem Jahr bin ich nach Deutschland gezogen.,I moved to Germany a year ago.,J'ai déménagé en Allemagne il y a un an.,ein,Vor,einem,,Dative,Datif,Neuter,Neutre,"to indicate a time in the past, equivalent to <i>ago</i> → vor + Dat.","pour indiquer un moment dans le passé, équivalent de <i>il y a</i> → vor + Dat.",", Dative",", Datif"
240,8,6,Es gibt viele schöne Häuser _____ Küste.,an der,Es gibt viele schöne Häuser an der Küste.,There are many beautiful houses on the coast.,Il y a de nombreuses belles maisons sur la côte.,der/die/das,an,der,,Dative,Datif,Feminine,Féminin,"to indicate a position in next to a body of water – Küste, Strand, Meer, See etc. → an + Dat.","pour indiquer une position à côté d'un plan d'eau – Küste, Strand, Meer, See etc. → an + Dat.",", Dative",", Datif"
241,8,6,Ich kaufe mein Brot _____ Bäckerei.,bei der,Ich kaufe mein Brot bei der Bäckerei.,I buy my bread at the bakery.,J'achète mon pain à la boulangerie.,der/die/das,bei,der,,Dative,Datif,Feminine,Féminin,to indicate a position in and with an institution or a company → bei + Dat.,pour indiquer une position dans et avec une institution ou une entreprise → bei + Dat.,", Dative",", Datif"
