Nr,level,german,english,type,answer,question,case,gender
1343,13,Im Supermarkt gibt es allerlei exotische Früchte.,"In the supermarket, there are all kinds of exotic fruits.",,allerlei,Im Supermarkt gibt es _____ exotische Früchte.,,
1344,13,Ich habe allerlei interessante Artikel zu diesem Thema gelesen.,I have read all kinds of interesting articles on this topic.,,allerlei,Ich habe _____ interessante Artikel zu diesem Thema gelesen.,,
1345,13,Mit allerlei Menschen aus verschiedenen Ländern hat er gesprochen.,He has spoken with all kinds of people from different countries.,,allerlei,Mit _____ Menschen aus verschiedenen Ländern hat er gesprochen.,,
1346,13,Die Auswirkungen allerlei Entscheidungen können unvorhersehbar sein.,The effects of all kinds of decisions can be unpredictable.,,allerlei,Die Auswirkungen _____ Entscheidungen können unvorhersehbar sein.,,
1347,13,Allerlei neue Ideen wurden in der Diskussion vorgeschlagen.,All kinds of new ideas were suggested in the discussion.,,Allerlei,_____ neue Ideen wurden in der Diskussion vorgeschlagen.,,
1348,13,Folgende Fragen müssen noch geklärt werden.,The following questions still need to be clarified.,,Folgende,_____ Fragen müssen noch geklärt werden.,,
1349,13,Ich habe folgende Informationen über das Thema gefunden.,I have found the following information on the topic.,,folgende,Ich habe _____ Informationen über das Thema gefunden.,,
1350,13,Mit folgendem Beispiel möchte ich das Problem erklären.,"With the following example, I want to explain the problem.",,folgendem,Mit _____ Beispiel möchte ich das Problem erklären.,,
1351,13,Die Meinung folgender Experten wurde berücksichtigt.,The opinion of the following experts was taken into account.,,folgender,Die Meinung _____ Experten wurde berücksichtigt.,,
1352,13,Bitte beachten Sie die folgenden Anweisungen.,Please follow the following instructions.,,folgenden,Bitte beachten Sie die _____ Anweisungen.,,
1353,13,"Diejenige Frau, die das Problem gelöst hat, verdient eine Belohnung.",The woman who solved the problem deserves a reward.,,Diejenige,"_____ Frau, die das Problem gelöst hat, verdient eine Belohnung.",,
1354,13,"Ich habe diejenige Lösung gewählt, die am besten funktioniert.",I chose the solution that works best.,,diejenige,"Ich habe _____ Lösung gewählt, die am besten funktioniert.",,
1355,13,"Er spricht oft mit derjenigen Kollegin, die ihm geholfen hat.",He often talks to the colleague who helped him.,,derjenigen,"Er spricht oft mit _____ Kollegin, die ihm geholfen hat.",,
1356,13,Die Meinung derjenigen Person ist besonders wichtig.,The opinion of that person is especially important.,,derjenigen,Die Meinung _____ Person ist besonders wichtig.,,
1357,13,"Nur diejenige Entscheidung, die gut überlegt ist, führt zum Erfolg.",Only the decision that is well thought out leads to success.,,diejenige,"Nur _____ Entscheidung, die gut überlegt ist, führt zum Erfolg.",,
1358,13,Ich habe verschiedene Bücher über dieses Thema gelesen.,I have read various books on this topic.,,verschiedene,Ich habe _____ Bücher über dieses Thema gelesen.,,
1359,13,Verschiedene Menschen haben unterschiedliche Meinungen.,Different people have different opinions.,,Verschiedene,_____ Menschen haben unterschiedliche Meinungen.,,
1360,13,Er hat mit verschiedenen Experten darüber gesprochen.,He has spoken with various experts about it.,,verschiedenen,Er hat mit _____ Experten darüber gesprochen.,,
1361,13,Die Preise verschiedener Produkte variieren stark.,The prices of different products vary greatly.,,verschiedener,Die Preise _____ Produkte variieren stark.,,
1362,13,"Wir haben verschiedene Möglichkeiten, das Problem zu lösen.",We have different ways to solve the problem.,,verschiedene,"Wir haben _____ Möglichkeiten, das Problem zu lösen.",,
1363,13,"Diejenigen, die regelmäßig trainieren, bleiben fit.",Those who train regularly stay fit.,,Diejenigen,"_____, die regelmäßig trainieren, bleiben fit.",,
1364,13,"Ich bewundere diejenigen, die hart für ihre Ziele arbeiten.",I admire those who work hard for their goals.,,diejenigen,"Ich bewundere _____, die hart für ihre Ziele arbeiten.",,
1365,13,"Mit denjenigen, die interessiert sind, werde ich das Thema besprechen.",I will discuss the topic with those who are interested.,,denjenigen,"Mit _____, die interessiert sind, werde ich das Thema besprechen.",,
1366,13,"Die Meinung derjenigen, die viel Erfahrung haben, ist besonders wertvoll.",The opinion of those who have a lot of experience is especially valuable.,,derjenigen,"Die Meinung _____, die viel Erfahrung haben, ist besonders wertvoll.",,
1367,13,"Nur diejenigen, die die Prüfung bestehen, dürfen weiterstudieren.",Only those who pass the exam are allowed to continue studying.,,diejenigen,"Nur _____, die die Prüfung bestehen, dürfen weiterstudieren.",,
