Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
388,16,Ich kann heute _____ nicht kommen.,leider,Ich kann heute leider nicht kommen.,"Unfortunately, I can't come today.","Malheureusement, je ne peux pas venir aujourd'hui.",leider = unfortunately,leider = malheureusement,,
389,16,Das Restaurant ist _____ geschlossen.,leider,Das Restaurant ist leider geschlossen.,"Unfortunately, the restaurant is closed.","Malheureusement, le restaurant est fermé.",leider = unfortunately,leider = malheureusement,,
390,16,Er hat _____ die Prüfung nicht bestanden.,leider,Er hat leider die Prüfung nicht bestanden.,"Unfortunately, he did not pass the exam.","Malheureusement, il n'a pas réussi l'examen.",leider = unfortunately,leider = malheureusement,,
391,16,Wir haben den Bus _____ verpasst.,leider,Wir haben den Bus leider verpasst.,"Unfortunately, we missed the bus.","Malheureusement, nous avons raté le bus.",leider = unfortunately,leider = malheureusement,,
392,16,Ich habe _____ keine Zeit.,leider,Ich habe leider keine Zeit.,"Unfortunately, I don’t have time.","Malheureusement, je n’ai pas le temps.",leider = unfortunately,leider = malheureusement,,
393,16,Ich trinke _____ eine Tasse Kaffee.,täglich,Ich trinke täglich eine Tasse Kaffee.,I drink a cup of coffee daily.,Je bois une tasse de café par jour.,"täglich = daily, every day","täglich = quotidiennement, tous les jours",,
394,16,Er fährt _____ mit dem Fahrrad zur Arbeit.,täglich,Er fährt täglich mit dem Fahrrad zur Arbeit.,He rides his bike to work every day.,Il va au travail en vélo tous les jours.,"täglich = daily, every day","täglich = quotidiennement, tous les jours",,
395,16,Wir bekommen _____ viele E-Mails.,täglich,Wir bekommen täglich viele E-Mails.,We receive many emails daily.,Nous recevons quotidiennement de nombreux courriels.,"täglich = daily, every day","täglich = quotidiennement, tous les jours",,
396,16,Sie geht _____ eine Stunde spazieren.,täglich,Sie geht täglich eine Stunde spazieren.,She goes for a walk for an hour every day.,Elle fait une promenade d'une heure chaque jour.,"täglich = daily, every day","täglich = quotidiennement, tous les jours",,
397,16,"_____ übe ich mein Deutsch, um besser zu werden.",Täglich,"Täglich übe ich mein Deutsch, um besser zu werden.",I practice my German daily to improve.,Je pratique mon allemand quotidiennement pour m'améliorer.,"täglich = daily, every day","täglich = quotidiennement, tous les jours",,
398,16,Ich besuche meine Großeltern _____.,wöchentlich,Ich besuche meine Großeltern wöchentlich.,I visit my grandparents weekly.,Je rends visite à mes grands-parents chaque semaine.,wöchentlich = weekly,"wöchentlich = chaque semaine, hebdomadairement",,
399,16,Er geht _____ zum Fußballtraining.,wöchentlich,Er geht wöchentlich zum Fußballtraining.,He goes to football training weekly.,Il va à l'entraînement de football chaque semaine.,wöchentlich = weekly,"wöchentlich = chaque semaine, hebdomadairement",,
400,16,Wir haben _____ ein Team-Meeting.,wöchentlich,Wir haben wöchentlich ein Team-Meeting.,We have a team meeting every week.,Nous avons une réunion d'équipe chaque semaine.,wöchentlich = weekly,"wöchentlich = chaque semaine, hebdomadairement",,
401,16,Sie bekommt _____ eine neue Aufgabe in ihrem Kurs.,wöchentlich,Sie bekommt wöchentlich eine neue Aufgabe in ihrem Kurs.,She gets a new assignment in her course every week.,Elle reçoit un nouveau devoir dans son cours chaque semaine.,wöchentlich = weekly,"wöchentlich = chaque semaine, hebdomadairement",,
402,16,_____ kaufen wir frisches Obst und Gemüse auf dem Markt.,Wöchentlich,Wöchentlich kaufen wir frisches Obst und Gemüse auf dem Markt.,We buy fresh fruits and vegetables at the market weekly.,Nous achetons des fruits et légumes frais au marché chaque semaine.,wöchentlich = weekly,"wöchentlich = chaque semaine, hebdomadairement",,
403,16,Ich zahle meine Miete _____.,monatlich,Ich zahle meine Miete monatlich.,I pay my rent monthly.,Je paie mon loyer mensuellement.,monatlich = monthly,"monatlich = chaque mois, mensuellement",,
404,16,Er bekommt sein Gehalt _____ auf sein Konto überwiesen.,monatlich,Er bekommt sein Gehalt monatlich auf sein Konto überwiesen.,He receives his salary monthly in his bank account.,Il reçoit son salaire mensuellement sur son compte bancaire.,monatlich = monthly,"monatlich = chaque mois, mensuellement",,
405,16,Wir treffen uns _____ mit unseren Freunden zum Essen.,monatlich,Wir treffen uns monatlich mit unseren Freunden zum Essen.,We meet monthly with our friends for dinner.,Nous nous réunissons une fois par mois avec nos amis pour dîner.,monatlich = monthly,"monatlich = chaque mois, mensuellement",,
406,16,Sie bekommt _____ eine Zeitschrift per Post.,monatlich,Sie bekommt monatlich eine Zeitschrift per Post.,She receives a magazine by mail every month.,Elle reçoit un magazine par courrier tous les mois.,monatlich = monthly,"monatlich = chaque mois, mensuellement",,
407,16,_____ spare ich etwas Geld für den Urlaub.,Monatlich,Monatlich spare ich etwas Geld für den Urlaub.,I save some money every month for vacation.,J'économise de l'argent chaque mois pour les vacances.,monatlich = monthly,"monatlich = chaque mois, mensuellement",,
408,16,Ich mache _____ eine Gesundheitsuntersuchung.,jährlich,Ich mache jährlich eine Gesundheitsuntersuchung.,I have a health check-up annually.,Je fais un bilan de santé annuel.,jährlich = yearly,"jährlich = chaque année, annuellement",,
409,16,Er fährt _____ in den Urlaub nach Spanien.,jährlich,Er fährt jährlich in den Urlaub nach Spanien.,He goes on vacation to Spain every year.,Il part en vacances en Espagne chaque année.,jährlich = yearly,"jährlich = chaque année, annuellement",,
410,16,Wir feiern _____ unser Firmenjubiläum.,jährlich,Wir feiern jährlich unser Firmenjubiläum.,We celebrate our company anniversary every year.,Nous célébrons chaque année l’anniversaire de notre entreprise.,jährlich = yearly,"jährlich = chaque année, annuellement",,
411,16,Sie bekommt _____ eine Gehaltserhöhung.,jährlich,Sie bekommt jährlich eine Gehaltserhöhung.,She receives a salary increase annually.,Elle reçoit une augmentation de salaire annuelle.,jährlich = yearly,"jährlich = chaque année, annuellement",,
412,16,_____ findet ein großes Musikfestival in der Stadt statt.,Jährlich,Jährlich findet ein großes Musikfestival in der Stadt statt.,A big music festival takes place in the city every year.,Un grand festival de musique a lieu chaque année dans la ville.,jährlich = yearly,"jährlich = chaque année, annuellement",,
413,16,"Ich habe heute _____ Zeit, um ins Kino zu gehen.",gar keine,"Ich habe heute gar keine Zeit, um ins Kino zu gehen.",I have no time at all to go to the cinema today.,Je n'ai pas du tout le temps d'aller au cinéma aujourd'hui.,gar keine = I have no time at all to go to the cinema today.,gar keine = Je n'ai pas du tout le temps d'aller au cinéma aujourd'hui.,,
414,16,"Er spricht _____ Französisch, aber er lernt es gerade.",gar kein,"Er spricht gar kein Französisch, aber er lernt es gerade.","He doesn’t speak any French at all, but he is learning it.","Il ne parle pas du tout français, mais il l’apprend.","gar kein = He doesn’t speak any French at all, but he is learning it.","gar kein = Il ne parle pas du tout français, mais il l’apprend.",,
415,16,"Das Essen schmeckt _____ so schlecht, wie ich dachte.",gar nicht,"Das Essen schmeckt gar nicht so schlecht, wie ich dachte.","The food doesn’t taste bad at all, as I thought.","La nourriture n’a pas du tout mauvais goût, comme je le pensais.","gar nicht = not at all, not even","gar nicht = pas du tout, même pas",,
416,16,"Ich wusste _____, dass du in Berlin wohnst.",gar nicht,"Ich wusste gar nicht, dass du in Berlin wohnst.",I didn’t even know that you live in Berlin.,Je ne savais même pas que tu vivais à Berlin.,"gar nicht = not at all, not even","gar nicht = pas du tout, même pas",,
417,16,"Sie hat _____ bemerkt, dass ich schon da war.",gar nicht,"Sie hat gar nicht bemerkt, dass ich schon da war.",She didn’t even notice that I was already there.,Elle n’a même pas remarqué que j’étais déjà là.,"gar nicht = not at all, not even","gar nicht = pas du tout, même pas",,
418,16,"Es wird _____ morgen regnen, also nimm einen Regenschirm mit.",wahrscheinlich,"Es wird wahrscheinlich morgen regnen, also nimm einen Regenschirm mit.","It will probably rain tomorrow, so take an umbrella with you.","Il pleuvra probablement demain, alors prenez un parapluie avec vous.","wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
419,16,"Er kommt _____ später, weil er noch viel Arbeit hat.",wahrscheinlich,"Er kommt wahrscheinlich später, weil er noch viel Arbeit hat.",He will probably arrive later because he still has a lot of work.,Il arrivera probablement plus tard car il a encore beaucoup de travail.,"wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
420,16,"Dieses Buch wird dir _____ gefallen, weil du ähnliche Geschichten magst.",wahrscheinlich,"Dieses Buch wird dir wahrscheinlich gefallen, weil du ähnliche Geschichten magst.",You will probably like this book because you enjoy similar stories.,Vous aimerez probablement ce livre parce que vous appréciez des histoires similaires.,"wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
421,16,Die Preise werden _____ nächstes Jahr steigen.,wahrscheinlich,Die Preise werden wahrscheinlich nächstes Jahr steigen.,Prices will likely increase next year.,Les prix augmenteront probablement l’année prochaine.,"wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
422,16,Ich werde _____ nächste Woche nach Berlin reisen.,wahrscheinlich,Ich werde wahrscheinlich nächste Woche nach Berlin reisen.,I will probably travel to Berlin next week.,Je voyagerai probablement à Berlin la semaine prochaine.,"wahrscheinlich = probably, likely","wahrscheinlich = probablement, vraisemblablement",,
423,16,Ich trinke _____ Tee als Kaffee.,lieber,Ich trinke lieber Tee als Kaffee.,I prefer drinking tea over coffee.,Je préfère boire du thé plutôt que du café.,lieber = rather,lieber = plutôt,,
424,16,"Er bleibt _____ zu Hause, wenn es regnet.",lieber,"Er bleibt lieber zu Hause, wenn es regnet.",He prefers staying at home when it rains.,Il préfère rester à la maison quand il pleut.,lieber = rather,lieber = plutôt,,
425,16,Wir fahren _____ mit dem Zug als mit dem Auto.,lieber,Wir fahren lieber mit dem Zug als mit dem Auto.,We prefer traveling by train rather than by car.,Nous préférons voyager en train plutôt qu'en voiture.,lieber = rather,lieber = plutôt,,
426,16,Sie isst _____ Gemüse als Fleisch.,lieber,Sie isst lieber Gemüse als Fleisch.,She prefers eating vegetables over meat.,Elle préfère manger des légumes plutôt que de la viande.,lieber = rather,lieber = plutôt,,
427,16,Ich lese _____ Bücher als Filme zu schauen.,lieber,Ich lese lieber Bücher als Filme zu schauen.,I prefer reading books rather than watching movies.,Je préfère lire des livres plutôt que regarder des films.,lieber = rather,lieber = plutôt,,
428,16,"_____ hat es aufgehört zu regnen, bevor das Konzert begann.",Glücklicherweise,"Glücklicherweise hat es aufgehört zu regnen, bevor das Konzert begann.","Fortunately, it stopped raining before the concert started.","Heureusement, la pluie a cessé avant le début du concert.",glücklicherweise = fortunately,glücklicherweise = heureusement,,
429,16,"Ich hatte meinen Schlüssel verloren, aber _____ hatte mein Nachbar einen Ersatzschlüssel.",glücklicherweise,"Ich hatte meinen Schlüssel verloren, aber glücklicherweise hatte mein Nachbar einen Ersatzschlüssel.","I had lost my key, but fortunately, my neighbor had a spare key.","J'avais perdu ma clé, mais heureusement, mon voisin avait une clé de rechange.",glücklicherweise = fortunately,glücklicherweise = heureusement,,
430,16,_____ war niemand verletzt nach dem Unfall.,Glücklicherweise,Glücklicherweise war niemand verletzt nach dem Unfall.,"Fortunately, no one was injured after the accident.","Heureusement, personne n’a été blessé après l’accident.",glücklicherweise = fortunately,glücklicherweise = heureusement,,
431,16,"Er kam zu spät zum Flughafen, aber _____ hatte sein Flug Verspätung.",glücklicherweise,"Er kam zu spät zum Flughafen, aber glücklicherweise hatte sein Flug Verspätung.","He arrived late at the airport, but fortunately, his flight was delayed.","Il est arrivé en retard à l'aéroport, mais heureusement, son vol a été retardé.",glücklicherweise = fortunately,glücklicherweise = heureusement,,
432,16,"Wir haben uns verlaufen, aber _____ hat uns ein Einheimischer geholfen.",glücklicherweise,"Wir haben uns verlaufen, aber glücklicherweise hat uns ein Einheimischer geholfen.","We got lost, but fortunately, a local helped us.","Nous nous sommes perdus, mais heureusement, un local nous a aidé.",glücklicherweise = fortunately,glücklicherweise = heureusement,,
433,16,Am Wochenende bleibe ich meistens _____ und entspanne mich.,zuhause,Am Wochenende bleibe ich meistens zuhause und entspanne mich.,On weekends I usually stay at home and relax.,"Le week-end, je reste généralement à la maison et je me détends.","zuhause = at home, home","zuhause = à la maison, chez soi",,
434,16,"Ich arbeite heute _____, weil mein Chef Homeoffice erlaubt.",zuhause,"Ich arbeite heute zuhause, weil mein Chef Homeoffice erlaubt.",I’m working from home today because my boss allows remote work.,Je travaille à la maison aujourd’hui parce que mon patron autorise le télétravail.,"zuhause = at home, home","zuhause = à la maison, chez soi",,
435,16,"Wenn es draußen regnet, ist es _____ besonders gemütlich.",zuhause,"Wenn es draußen regnet, ist es zuhause besonders gemütlich.","When it rains outside, it’s especially cozy at home.","Quand il pleut dehors, c’est particulièrement agréable à la maison.","zuhause = at home, home","zuhause = à la maison, chez soi",,
