Nr,level,question,answer,german,english
579,16,Zusätzlich zum Gehalt bekommt er eine monatliche Prämie.,zusätzlich,Zusätzlich zum Gehalt bekommt er eine monatliche Prämie.,"In addition to his salary, he receives a monthly bonus."
580,16,Sie lernt Deutsch und _____ auch Französisch.,zusätzlich,Sie lernt Deutsch und zusätzlich auch Französisch.,She is learning German and additionally French.
581,16,Das Hotel bietet kostenloses Frühstück und _____ ein Fitnessstudio.,zusätzlich,Das Hotel bietet kostenloses Frühstück und zusätzlich ein Fitnessstudio.,The hotel offers free breakfast and additionally a gym.
582,16,Er hat sein Studium abgeschlossen und _____ ein Praktikum gemacht.,zusätzlich,Er hat sein Studium abgeschlossen und zusätzlich ein Praktikum gemacht.,He completed his studies and additionally did an internship.
583,16,_____ in der Stadt gibt es schöne Cafés.,Überall,Überall in der Stadt gibt es schöne Cafés.,There are beautiful cafés everywhere in the city.
584,16,Ich habe mein Handy verloren und _____ danach gesucht.,überall,Ich habe mein Handy verloren und überall danach gesucht.,I lost my phone and searched for it everywhere.
585,16,Nach dem Sturm lag _____ Schnee.,überall,Nach dem Sturm lag überall Schnee.,"After the storm, there was snow everywhere."
586,16,Moderne Technologie ist mittlerweile _____ verfügbar.,überall,Moderne Technologie ist mittlerweile überall verfügbar.,Modern technology is now available everywhere.
587,16,"Die Musik war so laut, dass man sie _____ hören konnte.",überall,"Die Musik war so laut, dass man sie überall hören konnte.",The music was so loud that you could hear it all over.
588,16,_____ ist das Wetter heute perfekt für einen Spaziergang.,Meiner Meinung nach,Meiner Meinung nach ist das Wetter heute perfekt für einen Spaziergang.,"In my opinion, the weather is perfect for a walk today."
589,16,"_____ sollten wir früher losfahren, um den Verkehr zu vermeiden.",Meiner Meinung nach,"Meiner Meinung nach sollten wir früher losfahren, um den Verkehr zu vermeiden.","In my opinion, we should leave earlier to avoid traffic."
590,16,_____ ist dieses Buch sehr spannend und lesenswert.,Meiner Meinung nach,Meiner Meinung nach ist dieses Buch sehr spannend und lesenswert.,"In my opinion, this book is very exciting and worth reading."
591,16,_____ ist Teamarbeit der Schlüssel zum Erfolg.,Meiner Meinung nach,Meiner Meinung nach ist Teamarbeit der Schlüssel zum Erfolg.,"In my opinion, teamwork is the key to success."
592,16,_____ war der Film zu lang und etwas langweilig.,Meiner Meinung nach,Meiner Meinung nach war der Film zu lang und etwas langweilig.,"In my opinion, the film was too long and a bit boring."
593,16,_____ in der Nacht hörte ich plötzlich ein Geräusch.,Mitten,Mitten in der Nacht hörte ich plötzlich ein Geräusch.,"In the middle of the night, I suddenly heard a noise."
594,16,Wir standen _____ im Stau und konnten nicht weiterfahren.,mitten,Wir standen mitten im Stau und konnten nicht weiterfahren.,We were stuck in the middle of a traffic jam and couldn’t move.
595,16,Er hat _____ im Gespräch sein Handy herausgeholt.,mitten,Er hat mitten im Gespräch sein Handy herausgeholt.,He took out his phone in the middle of the conversation.
596,16,Das Haus liegt _____ in der Stadt.,mitten,Das Haus liegt mitten in der Stadt.,The house is located right in the middle of the city.
597,16,_____ auf dem Weg blieb das Auto stehen.,Mitten,Mitten auf dem Weg blieb das Auto stehen.,The car stopped in the middle of the road.
598,16,Die Kinder laufen fröhlich im Garten _____.,herum,Die Kinder laufen fröhlich im Garten herum.,The children are running around happily in the garden.
599,16,Er schaut sich nervös im Raum _____.,herum,Er schaut sich nervös im Raum herum.,He’s looking around nervously in the room.
600,16,Wir sind den ganzen Tag in der Stadt _____gelaufen.,herum,Wir sind den ganzen Tag in der Stadt herumgelaufen.,We walked around the city all day.
601,16,Überall lagen Bücher und Papiere _____.,herum,Überall lagen Bücher und Papiere herum.,Books and papers were lying around everywhere.
602,16,Sie hat das Problem lange überlegt und darüber _____gegrübelt.,herum,Sie hat das Problem lange überlegt und darüber herumgegrübelt.,She thought about the problem for a long time and pondered over it.
603,17,"or rather, respectively",beziehungsweise,,
604,17,no matter,egal,,
605,17,"besides, moreover, furthermore",ausserdem,,
606,17,"so far, until now",bisher,,
607,17,"admittedly, to be precise",zwar,,
608,17,"probably, likely",wahrscheinlich,,
609,17,"with each other, together",miteinander,,
610,17,originally,ursprünglich,,
611,17,namely,nämlich,,
612,17,carefully,vorsichtig,,
613,17,suddenly,plötzlich,,
614,17,"primarily, mainly",hauptsächlich,,
615,18,"Ich habe zwei Geschwister, einen Bruder _____ eine Schwester.",beziehungsweise,"Ich habe zwei Geschwister, einen Bruder beziehungsweise eine Schwester.","I have two siblings, a brother and a sister."
616,18,Der Kurs beginnt um 9 Uhr _____ um 10 Uhr für die Fortgeschrittenen.,beziehungsweise,Der Kurs beginnt um 9 Uhr beziehungsweise um 10 Uhr für die Fortgeschrittenen.,"The course starts at 9 a.m., respectively 10 a.m. for advanced students."
617,18,"Du kannst mir eine E-Mail schreiben _____ mich anrufen, wenn du Fragen hast.",beziehungsweise,"Du kannst mir eine E-Mail schreiben beziehungsweise mich anrufen, wenn du Fragen hast.",You can email or call me if you have any questions.
618,18,Er ist Arzt _____ Spezialist für Kardiologie.,beziehungsweise,Er ist Arzt beziehungsweise Spezialist für Kardiologie.,"He is a doctor, or rather a specialist in cardiology."
619,18,Wir treffen uns am Bahnhof _____ direkt am Gleis 3.,beziehungsweise,Wir treffen uns am Bahnhof beziehungsweise direkt am Gleis 3.,We'll meet at the train station or directly at platform 3.
620,18,"Es ist mir _____, welchen Film wir schauen.",egal,"Es ist mir egal, welchen Film wir schauen.",I don’t care which movie we watch.
621,18,"Er sagt, dass ihm das Ergebnis _____ ist, aber ich glaube ihm nicht.",egal,"Er sagt, dass ihm das Ergebnis egal ist, aber ich glaube ihm nicht.","He says he doesn’t care about the result, but I don’t believe him."
622,18,"_____ wie viel es kostet, ich möchte dieses Konzert sehen.",Egal,"Egal wie viel es kostet, ich möchte dieses Konzert sehen.","No matter how much it costs, I want to see this concert."
623,18,"Ob wir morgen oder übermorgen fahren, ist mir _____.",egal,"Ob wir morgen oder übermorgen fahren, ist mir egal.","Whether we leave tomorrow or the day after, I don’t mind."
624,18,"Sie tut so, als wäre ihr alles _____, aber das stimmt nicht.",egal,"Sie tut so, als wäre ihr alles egal, aber das stimmt nicht.","She acts as if she doesn’t care about anything, but that’s not true."
625,18,"Wir sollten offener _____ kommunizieren, um Missverständnisse zu vermeiden.",miteinander,"Wir sollten offener miteinander kommunizieren, um Missverständnisse zu vermeiden.",We should communicate more openly with each other to avoid misunderstandings.
626,18,Sie arbeiten schon seit Jahren gut _____ zusammen.,miteinander,Sie arbeiten schon seit Jahren gut miteinander zusammen.,They have been working well together for years.
627,18,Nach dem Streit wollten sie nicht mehr _____ reden.,miteinander,Nach dem Streit wollten sie nicht mehr miteinander reden.,"After the argument, they didn’t want to talk to each other anymore."
628,18,"In einem Team ist es wichtig, gut _____ zu arbeiten.",miteinander,"In einem Team ist es wichtig, gut miteinander zu arbeiten.","In a team, it is important to work well together."
629,18,Die beiden Kinder spielen gerne _____ im Garten.,miteinander,Die beiden Kinder spielen gerne miteinander im Garten.,The two children like playing with each other in the garden.
630,18,_____ hat das Wetter in diesem Sommer nicht enttäuscht.,Bisher,Bisher hat das Wetter in diesem Sommer nicht enttäuscht.,"So far, the weather this summer has not disappointed."
631,18,Er hat _____ noch keine Antwort auf seine Bewerbung erhalten.,bisher,Er hat bisher noch keine Antwort auf seine Bewerbung erhalten.,He has not received a response to his application so far.
632,18,Wir hatten _____ keine Probleme mit der neuen Software.,bisher,Wir hatten bisher keine Probleme mit der neuen Software.,We have had no problems with the new software so far.
633,18,"_____ habe ich viel über dieses Thema gelesen, aber noch nicht alles verstanden.",Bisher,"Bisher habe ich viel über dieses Thema gelesen, aber noch nicht alles verstanden.","So far, I have read a lot about this topic, but I have not understood everything yet."
634,18,Sie hat _____ in drei verschiedenen Ländern gelebt.,bisher,Sie hat bisher in drei verschiedenen Ländern gelebt.,She has lived in three different countries so far.
635,18,"Es wird _____ morgen regnen, also nimm einen Regenschirm mit.",wahrscheinlich,"Es wird wahrscheinlich morgen regnen, also nimm einen Regenschirm mit.","It will probably rain tomorrow, so take an umbrella with you."
636,18,"Er kommt _____ später, weil er noch viel Arbeit hat.",wahrscheinlich,"Er kommt wahrscheinlich später, weil er noch viel Arbeit hat.",He will probably arrive later because he still has a lot of work.
637,18,"Dieses Buch wird dir _____ gefallen, weil du ähnliche Geschichten magst.",wahrscheinlich,"Dieses Buch wird dir wahrscheinlich gefallen, weil du ähnliche Geschichten magst.",You will probably like this book because you enjoy similar stories.
638,18,Die Preise werden _____ nächstes Jahr steigen.,wahrscheinlich,Die Preise werden wahrscheinlich nächstes Jahr steigen.,Prices will likely increase next year.
639,18,Ich werde _____ nächste Woche nach Berlin reisen.,wahrscheinlich,Ich werde wahrscheinlich nächste Woche nach Berlin reisen.,I will probably travel to Berlin next week.
640,18,"Ich habe keine Zeit für einen Urlaub, _____ ist das Wetter schlecht.",ausserdem,"Ich habe keine Zeit für einen Urlaub, ausserdem ist das Wetter schlecht.","I don’t have time for a vacation; besides, the weather is bad."
641,18,"Er spricht fliessend Englisch, _____ kann er etwas Spanisch.",ausserdem,"Er spricht fliessend Englisch, ausserdem kann er etwas Spanisch.","He speaks fluent English; furthermore, he knows some Spanish."
642,18,"Wir sollten mehr Gemüse essen, _____ ist es sehr gesund.",ausserdem,"Wir sollten mehr Gemüse essen, ausserdem ist es sehr gesund.","We should eat more vegetables; besides, they are very healthy."
643,18,"Das Hotel ist nicht nur günstig, _____ liegt es im Stadtzentrum.",ausserdem,"Das Hotel ist nicht nur günstig, ausserdem liegt es im Stadtzentrum.","The hotel is not only affordable; furthermore, it is located in the city center."
644,18,"Ich habe viel zu tun, _____ bin ich heute nicht in der Stimmung.",ausserdem,"Ich habe viel zu tun, ausserdem bin ich heute nicht in der Stimmung.","I have a lot to do; besides, I’m not in the mood today."
645,18,"Er hat die Aufgabe _____ erledigt, aber nicht sehr sorgfältig.",zwar,"Er hat die Aufgabe zwar erledigt, aber nicht sehr sorgfältig.","He did complete the task, but not very carefully."
646,18,"Ich habe das Buch _____ gelesen, aber ich habe es nicht ganz verstanden.",zwar,"Ich habe das Buch zwar gelesen, aber ich habe es nicht ganz verstanden.","I did read the book, but I didn’t fully understand it."
647,18,"Sie ist _____ jung, aber sie hat schon viel Erfahrung.",zwar,"Sie ist zwar jung, aber sie hat schon viel Erfahrung.","She is indeed young, but she already has a lot of experience."
648,18,"Das Hotel war _____ teuer, aber der Service war ausgezeichnet.",zwar,"Das Hotel war zwar teuer, aber der Service war ausgezeichnet.","The hotel was admittedly expensive, but the service was excellent."
649,18,"Er hat _____ wenig Zeit, aber er hilft mir trotzdem.",zwar,"Er hat zwar wenig Zeit, aber er hilft mir trotzdem.","He has little time, but he helps me anyway."
650,18,"Ich komme _____ aus Berlin, lebe aber jetzt in Hamburg.",ursprünglich,"Ich komme ursprünglich aus Berlin, lebe aber jetzt in Hamburg.",I am originally from Berlin but now live in Hamburg.
651,18,"Das Gebäude war _____ eine Fabrik, bevor es renoviert wurde.",ursprünglich,"Das Gebäude war ursprünglich eine Fabrik, bevor es renoviert wurde.",The building was originally a factory before it was renovated.
652,18,"_____ wollte er Medizin studieren, entschied sich aber für Jura.",Ursprünglich,"Ursprünglich wollte er Medizin studieren, entschied sich aber für Jura.","Originally, he wanted to study medicine but decided on law."
653,18,"Der Film basiert auf einer Geschichte, die _____ in den 1980er Jahren geschrieben wurde.",ursprünglich,"Der Film basiert auf einer Geschichte, die ursprünglich in den 1980er Jahren geschrieben wurde.",The film is based on a story that was originally written in the 1980s.
654,18,"_____ hatten wir geplant, im Sommer zu reisen, aber wir mussten es verschieben.",Ursprünglich,"Ursprünglich hatten wir geplant, im Sommer zu reisen, aber wir mussten es verschieben.","Originally, we had planned to travel in the summer, but we had to postpone it."
655,18,"Ich habe das Meeting abgesagt, _____ weil ich plötzlich krank wurde.",nämlich,"Ich habe das Meeting abgesagt, nämlich weil ich plötzlich krank wurde.","I canceled the meeting, namely because I suddenly became sick."
656,18,"Wir müssen den Plan ändern, _____ wegen der unerwarteten Kosten.",nämlich,"Wir müssen den Plan ändern, nämlich wegen der unerwarteten Kosten.","We have to change the plan, namely because of the unexpected costs."
657,18,"Er hat das Projekt nicht abgeschlossen, _____ da er mit anderen Aufgaben beschäftigt war.",nämlich,"Er hat das Projekt nicht abgeschlossen, nämlich da er mit anderen Aufgaben beschäftigt war.","He didn’t finish the project, namely because he was busy with other tasks."
658,18,"Ich konnte nicht teilnehmen, _____ ich war zu der Zeit schon verplant.",nämlich,"Ich konnte nicht teilnehmen, nämlich ich war zu der Zeit schon verplant.","I couldn’t attend, namely because I was already booked at that time."
659,18,"Die Veranstaltung wurde abgesagt, _____ aufgrund des schlechten Wetters.",nämlich,"Die Veranstaltung wurde abgesagt, nämlich aufgrund des schlechten Wetters.","The event was canceled, namely due to the bad weather."
